Timestamp,age,Gender,Purchase_Frequency,Purchase_Categories,Personalized_Recommendation_Frequency,Browsing_Frequency,Product_Search_Method,Search_Result_Exploration,Customer_Reviews_Importance,Add_to_Cart_Browsing,Cart_Completion_Frequency,Cart_Abandonment_Factors,Saveforlater_Frequency,Review_Left,Review_Reliability,Review_Helpfulness,Recommendation_Helpfulness,Rating_Accuracy,Shopping_Satisfaction,Service_Appreciation,Improvement_Areas,transaction,Customer_Profile,Cluster
2023/06/07 6:16:51 PM GMT+5:30,4,Prefer not to say,Multiple times a week,Groceries and Gourmet Food;Home and Kitchen;others,No,Multiple times a day,Categories,First page,3.0,Maybe,Never,Found a better price elsewhere,Rarely,Yes,4,No,1,5.0,5.0,Customer service ,Add more familiar brands to the list,381632,Regular Customer,0
2023/06/12 4:02:02 PM GMT+5:30,25,Female,Few times a month,Clothing and Fashion;others,Yes,Few times a month,Keyword,First page,5.0,Yes,Always,Changed my mind or no longer need the item,Rarely,Yes,2,Sometimes,0,2.0,1.0,Quick delivery,I don't have any problem with Amazon,350347,At-Risk Customer,2
2023/06/06 6:38:45 PM GMT+5:30,17,Male,Less than once a month,Groceries and Gourmet Food;Home and Kitchen,Sometimes,Few times a month,Others,Multiple pages,4.0,Maybe,Never,Found a better price elsewhere,Sometimes,Yes,0,Sometimes,0,3.0,1.0,User-friendly website/app interface,I don't have any problem with Amazon,468143,At-Risk Customer,1
2023/06/07 12:13:39 PM GMT+5:30,30,Others,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,Yes,Few times a month,Categories,First page,2.0,Yes,Often,Found a better price elsewhere,Sometimes,Yes,0,No,2,3.0,5.0,All the above,Nothing,702163,Regular Customer,0
2023/06/09 2:34:43 PM GMT+5:30,12,Prefer not to say,Few times a month,Beauty and Personal Care;others,No,Rarely,Keyword,First page,5.0,Maybe,Rarely,High shipping costs,Often,No,2,Yes,0,2.0,1.0,All the above,User interface of app,905673,At-Risk Customer,2
2023/06/07 10:11:28 PM GMT+5:30,43,Prefer not to say,Less than once a month,Groceries and Gourmet Food;Clothing and Fashion,No,Rarely,Keyword,First page,2.0,Maybe,Often,others,Always,Yes,0,Sometimes,0,2.0,2.0,Quick delivery,.,279680,At-Risk Customer,2
2023/06/07 6:18:37 PM GMT+5:30,57,Others,Multiple times a week,Clothing and Fashion,No,Rarely,Categories,Multiple pages,1.0,No,Never,Changed my mind or no longer need the item,Always,Yes,0,Sometimes,2,1.0,1.0,Customer service ,Shipping speed and reliability,247500,At-Risk Customer,2
2023/06/09 9:32:44 AM GMT+5:30,42,Female,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Few times a month,Categories,First page,2.0,Yes,Rarely,Found a better price elsewhere,Often,No,2,No,0,2.0,2.0,Quick delivery,Nothing,833472,At-Risk Customer,2
2023/06/08 5:28:09 PM GMT+5:30,32,Male,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Few times a week,Categories,Multiple pages,5.0,No,Never,others,Always,Yes,3,Yes,2,4.0,2.0,Quick delivery,I don't have any problem with Amazon,503385,At-Risk Customer,1
2023/06/08 3:23:21 AM GMT+5:30,21,Prefer not to say,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Rarely,Keyword,First page,2.0,Maybe,Sometimes,Changed my mind or no longer need the item,Rarely,No,0,Sometimes,2,1.0,4.0,Wide product selection,better app interface and lower shipping charges,159786,Regular Customer,0
2023/06/06 6:32:00 PM GMT+5:30,63,Others,Less than once a month,Beauty and Personal Care;Home and Kitchen;others,Sometimes,Few times a week,Categories,Multiple pages,4.0,Maybe,Never,Found a better price elsewhere,Rarely,No,1,Sometimes,2,2.0,2.0,Product recommendations,better app interface and lower shipping charges,828255,At-Risk Customer,2
2023/06/07 8:20:23 PM GMT+5:30,10,Male,Once a month,Groceries and Gourmet Food;Home and Kitchen,No,Multiple times a day,Filter,First page,4.0,Yes,Rarely,others,Often,No,4,Yes,2,3.0,1.0,Customer service ,No problems with Amazon,249864,At-Risk Customer,1
2023/06/09 10:28:57 AM GMT+5:30,60,Others,Less than once a month,Groceries and Gourmet Food;Home and Kitchen,Sometimes,Few times a week,Keyword,Multiple pages,3.0,Maybe,Always,High shipping costs,Always,Yes,3,Sometimes,0,5.0,3.0,Quick delivery,Irrelevant product suggestions,662370,Regular Customer,1
2023/06/06 6:51:13 PM GMT+5:30,6,Others,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Yes,Few times a week,Keyword,Multiple pages,3.0,Yes,Always,Found a better price elsewhere,Rarely,No,0,No,0,1.0,5.0,Competitive prices,Product quality and accuracy,257446,Occasional Shopper,0
2023/06/08 3:32:42 AM GMT+5:30,51,Others,Multiple times a week,Beauty and Personal Care,Sometimes,Few times a week,Categories,Multiple pages,3.0,Yes,Always,Changed my mind or no longer need the item,Sometimes,Yes,4,Sometimes,1,4.0,1.0,Customer service ,Product quality and accuracy,810987,At-Risk Customer,1
2023/06/11 11:19:12 PM GMT+5:30,63,Female,Less than once a month,others,Yes,Multiple times a day,Keyword,Multiple pages,2.0,No,Often,High shipping costs,Sometimes,Yes,0,No,2,3.0,2.0,User-friendly website/app interface,Irrelevant product suggestions,608071,At-Risk Customer,1
2023/06/06 8:08:19 PM GMT+5:30,39,Prefer not to say,Less than once a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,No,Few times a week,Keyword,First page,3.0,Maybe,Rarely,others,Sometimes,No,4,Yes,2,3.0,1.0,Wide product selection,.,789962,At-Risk Customer,1
2023/06/07 9:19:23 AM GMT+5:30,61,Female,Less than once a month,Beauty and Personal Care;Clothing and Fashion;others,Yes,Few times a week,Filter,First page,4.0,No,Never,Found a better price elsewhere,Never,Yes,1,Yes,1,2.0,1.0,Quick delivery,Quality of product is very poor according to the big offers,137413,At-Risk Customer,2
2023/06/11 10:49:49 PM GMT+5:30,38,Prefer not to say,Few times a month,Groceries and Gourmet Food;Clothing and Fashion,No,Multiple times a day,Keyword,Multiple pages,1.0,Yes,Always,High shipping costs,Always,Yes,1,Yes,2,1.0,1.0,.,better app interface and lower shipping charges,539325,At-Risk Customer,2
2023/06/09 10:22:03 AM GMT+5:30,44,Prefer not to say,Once a week,Clothing and Fashion;Home and Kitchen;others,Yes,Few times a week,Others,First page,1.0,Yes,Sometimes,High shipping costs,Rarely,Yes,3,No,1,5.0,5.0,Customer service ,Scrolling option would be much better than going to next page,207225,Frequent Buyer,0
2023/06/09 9:34:07 AM GMT+5:30,57,Prefer not to say,Multiple times a week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,Yes,Rarely,Others,Multiple pages,3.0,Yes,Often,Found a better price elsewhere,Rarely,No,4,No,0,4.0,2.0,Customer service,Nothing,635075,At-Risk Customer,1
2023/06/07 5:26:20 PM GMT+5:30,57,Female,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;others,No,Few times a week,Keyword,First page,3.0,No,Always,Found a better price elsewhere,Never,Yes,3,No,1,2.0,4.0,User-friendly website/app interface,Nil,781251,Frequent Buyer,0
2023/06/08 6:01:33 PM GMT+5:30,7,Others,Multiple times a week,Clothing and Fashion;Home and Kitchen,Sometimes,Multiple times a day,Filter,First page,3.0,No,Never,Changed my mind or no longer need the item,Rarely,No,1,Yes,1,4.0,3.0,Competitive prices,Nil,696800,Regular Customer,1
2023/06/11 11:16:58 PM GMT+5:30,57,Male,Once a month,Home and Kitchen;others,Yes,Few times a week,Categories,Multiple pages,4.0,Maybe,Always,High shipping costs,Rarely,Yes,2,Sometimes,0,3.0,3.0,Competitive prices,I have no problem with Amazon yet. But others tell me about the refund issues ,896310,Occasional Shopper,2
2023/06/04 11:38:30 PM GMT+5:30,51,Prefer not to say,Few times a month,Clothing and Fashion;others,Yes,Few times a month,Keyword,First page,2.0,No,Never,High shipping costs,Always,No,4,Yes,2,2.0,2.0,Product recommendations,Quality of product is very poor according to the big offers,808542,At-Risk Customer,2
2023/06/08 5:19:23 PM GMT+5:30,27,Others,Once a week,others,No,Few times a month,Categories,Multiple pages,5.0,Maybe,Sometimes,Changed my mind or no longer need the item,Rarely,Yes,4,No,0,2.0,5.0,Quick delivery,Customer service responsiveness,373879,Frequent Buyer,0
2023/06/10 2:40:34 PM GMT+5:30,42,Prefer not to say,Multiple times a week,Clothing and Fashion;Home and Kitchen;others,Yes,Few times a month,Keyword,Multiple pages,5.0,No,Always,Found a better price elsewhere,Rarely,No,2,Sometimes,1,5.0,4.0,Competitive prices,I don't have any problem with Amazon,651681,Regular Customer,1
2023/06/06 7:18:52 PM GMT+5:30,6,Others,Multiple times a week,Beauty and Personal Care,Yes,Few times a month,Others,First page,4.0,No,Often,Changed my mind or no longer need the item,Never,No,1,Sometimes,1,5.0,4.0,.,Irrelevant product suggestions,761027,Regular Customer,1
2023/06/06 6:43:02 PM GMT+5:30,25,Male,Less than once a month,Groceries and Gourmet Food;Clothing and Fashion;others,Yes,Rarely,Keyword,Multiple pages,5.0,No,Never,Found a better price elsewhere,Always,Yes,4,Yes,1,4.0,4.0,Product recommendations,Irrelevant product suggestions,664329,Regular Customer,0
2023/06/08 5:27:22 PM GMT+5:30,41,Prefer not to say,Multiple times a week,Groceries and Gourmet Food,Sometimes,Rarely,Keyword,First page,4.0,Yes,Often,High shipping costs,Sometimes,Yes,1,No,2,5.0,1.0,Customer service,.,501330,At-Risk Customer,1
2023/06/09 3:26:38 PM GMT+5:30,48,Male,Once a month,others,Sometimes,Few times a week,Keyword,First page,1.0,Maybe,Never,High shipping costs,Rarely,No,1,Sometimes,0,2.0,4.0,Customer service ,.,777172,Occasional Shopper,0
2023/06/06 4:46:25 PM GMT+5:30,67,Male,Few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Few times a week,Keyword,First page,5.0,No,Rarely,High shipping costs,Rarely,No,4,No,1,5.0,1.0,Customer service,Quality of product is very poor according to the big offers,720840,At-Risk Customer,1
2023/06/11 11:06:52 PM GMT+5:30,8,Male,Multiple times a week,Clothing and Fashion;Home and Kitchen;others,Sometimes,Rarely,Keyword,Multiple pages,2.0,Yes,Rarely,others,Rarely,Yes,4,No,1,5.0,3.0,All the above,User interface of app,238992,Regular Customer,1
2023/06/07 1:40:37 PM GMT+5:30,18,Female,Multiple times a week,Beauty and Personal Care;Clothing and Fashion;others,No,Few times a week,Categories,First page,4.0,Maybe,Sometimes,others,Rarely,No,2,Yes,2,3.0,3.0,User-friendly website/app interface,User interface of app,473877,Regular Customer,2
2023/06/11 10:56:58 PM GMT+5:30,26,Female,Once a month,Home and Kitchen,Sometimes,Few times a month,Keyword,Multiple pages,4.0,No,Sometimes,Found a better price elsewhere,Never,Yes,2,No,0,2.0,5.0,Wide product selection,I have no problem with Amazon yet. But others tell me about the refund issues ,564292,Occasional Shopper,0
2023/06/04 11:09:27 PM GMT+5:30,29,Others,Less than once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Few times a month,Filter,Multiple pages,4.0,Yes,Rarely,High shipping costs,Rarely,Yes,3,Yes,0,5.0,5.0,Wide product selection,Irrelevant product suggestions,548158,Regular Customer,0
2023/06/09 4:28:58 PM GMT+5:30,51,Prefer not to say,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,No,Few times a month,Filter,First page,2.0,Yes,Never,Found a better price elsewhere,Always,No,1,No,1,2.0,4.0,Customer service,Customer service responsiveness,702212,Regular Customer,0
2023/06/09 10:24:58 AM GMT+5:30,20,Others,Once a month,Clothing and Fashion;Home and Kitchen;others,No,Rarely,Keyword,First page,2.0,Yes,Often,Changed my mind or no longer need the item,Sometimes,No,0,No,0,4.0,1.0,User-friendly website/app interface,No problems with Amazon,403369,At-Risk Customer,1
2023/06/07 11:08:52 PM GMT+5:30,21,Prefer not to say,Less than once a month,Beauty and Personal Care,No,Few times a month,Keyword,First page,1.0,Yes,Never,High shipping costs,Often,No,2,No,0,3.0,4.0,All the above,Nothing,910439,Regular Customer,0
2023/06/08 10:54:00 AM GMT+5:30,53,Female,Once a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,No,Few times a month,Keyword,First page,4.0,Yes,Sometimes,others,Sometimes,No,4,No,0,3.0,3.0,User-friendly website/app interface,Add more familiar brands to the list,784378,Occasional Shopper,2
2023/06/12 9:40:22 AM GMT+5:30,13,Others,Once a month,Groceries and Gourmet Food;Clothing and Fashion,Yes,Multiple times a day,Categories,Multiple pages,3.0,Maybe,Always,High shipping costs,Rarely,No,2,Sometimes,2,4.0,5.0,Wide product selection,UI,949091,Occasional Shopper,0
2023/06/08 11:59:14 AM GMT+5:30,60,Female,Few times a month,Groceries and Gourmet Food;Clothing and Fashion,Sometimes,Few times a week,Others,Multiple pages,4.0,No,Never,High shipping costs,Always,No,0,Sometimes,2,4.0,3.0,Wide product selection,No problems with Amazon,990981,Regular Customer,1
2023/06/09 2:23:03 PM GMT+5:30,11,Others,Once a week,Beauty and Personal Care,No,Multiple times a day,Filter,First page,5.0,Maybe,Often,High shipping costs,Sometimes,No,3,Yes,1,3.0,3.0,Quick delivery,Irrelevant product suggestions,390846,Regular Customer,2
2023/06/09 7:28:09 PM GMT+5:30,12,Male,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;others,No,Multiple times a day,Others,Multiple pages,5.0,Yes,Rarely,Changed my mind or no longer need the item,Always,No,3,No,0,4.0,3.0,Quick delivery,Product quality and accuracy,431698,Regular Customer,1
2023/06/11 10:58:09 PM GMT+5:30,60,Prefer not to say,Less than once a month,Clothing and Fashion;Home and Kitchen;others,Yes,Few times a week,Categories,First page,5.0,Maybe,Often,High shipping costs,Sometimes,Yes,2,No,1,2.0,1.0,Customer service ,UI,940337,At-Risk Customer,2
2023/06/05 8:44:09 PM GMT+5:30,11,Prefer not to say,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Yes,Few times a month,Keyword,First page,5.0,Yes,Always,Found a better price elsewhere,Rarely,No,2,Yes,1,5.0,5.0,Wide product selection,Product quality and accuracy,906467,Frequent Buyer,0
2023/06/07 10:56:11 AM GMT+5:30,37,Prefer not to say,Once a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Rarely,Filter,Multiple pages,1.0,Yes,Never,High shipping costs,Sometimes,Yes,4,Sometimes,2,4.0,5.0,Customer service,.,992225,Frequent Buyer,0
2023/06/09 7:24:06 PM GMT+5:30,3,Male,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Multiple times a day,Keyword,First page,5.0,No,Never,High shipping costs,Sometimes,No,4,Sometimes,2,2.0,1.0,Customer service ,I don't have any problem with Amazon,206341,At-Risk Customer,2
2023/06/09 10:26:26 AM GMT+5:30,37,Others,Once a month,Beauty and Personal Care;Clothing and Fashion;others,Yes,Rarely,Others,First page,1.0,Maybe,Always,Found a better price elsewhere,Often,No,1,Sometimes,2,3.0,5.0,All the above,I don't have any problem with Amazon,203831,Occasional Shopper,0
2023/06/09 10:26:26 AM GMT+5:30,30,Female,Few times a month,Clothing and Fashion;Home and Kitchen,Sometimes,Few times a week,Keyword,Multiple pages,5.0,Yes,Sometimes,Found a better price elsewhere,Always,No,3,No,2,1.0,5.0,Customer service ,Nil,259676,Regular Customer,0
2023/06/07 2:19:05 PM GMT+5:30,3,Others,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Few times a week,Keyword,First page,1.0,No,Never,others,Always,Yes,4,Yes,2,2.0,1.0,Wide product selection,Customer service responsiveness,175149,At-Risk Customer,2
2023/06/05 12:37:54 AM GMT+5:30,23,Prefer not to say,Less than once a month,Home and Kitchen,No,Few times a week,Keyword,First page,4.0,Yes,Sometimes,others,Never,Yes,1,Yes,0,2.0,4.0,Quick delivery,User interface ,106974,Regular Customer,0
2023/06/06 11:06:30 PM GMT+5:30,45,Female,Once a month,Clothing and Fashion,Sometimes,Multiple times a day,Keyword,Multiple pages,3.0,Yes,Always,Changed my mind or no longer need the item,Sometimes,Yes,4,No,2,2.0,1.0,Wide product selection,Product quality and accuracy,303601,At-Risk Customer,2
2023/06/09 2:23:03 PM GMT+5:30,40,Male,Multiple times a week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,Sometimes,Few times a week,Filter,Multiple pages,1.0,No,Never,High shipping costs,Never,No,1,Yes,2,2.0,2.0,User-friendly website/app interface,I have no problem with Amazon yet. But others tell me about the refund issues ,669225,At-Risk Customer,2
2023/06/08 2:21:41 PM GMT+5:30,36,Prefer not to say,Once a week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,Sometimes,Rarely,Filter,Multiple pages,4.0,No,Sometimes,Changed my mind or no longer need the item,Always,Yes,3,Sometimes,0,3.0,1.0,User-friendly website/app interface,Quality of product is very poor according to the big offers,845374,At-Risk Customer,1
2023/06/05 2:24:22 PM GMT+5:30,8,Female,Multiple times a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Rarely,Categories,Multiple pages,2.0,Yes,Rarely,others,Often,Yes,0,No,2,2.0,3.0,Product recommendations,Shipping speed and reliability,940732,Regular Customer,2
2023/06/09 2:40:21 PM GMT+5:30,15,Female,Less than once a month,Beauty and Personal Care;Clothing and Fashion,No,Few times a week,Others,Multiple pages,1.0,Maybe,Always,High shipping costs,Never,Yes,3,Sometimes,2,1.0,5.0,All the above,User interface ,802457,Regular Customer,0
2023/06/12 3:42:05 PM GMT+5:30,47,Male,Multiple times a week,Clothing and Fashion,Yes,Rarely,Categories,Multiple pages,2.0,Yes,Never,High shipping costs,Rarely,No,4,No,0,2.0,5.0,Customer service,Shipping speed and reliability,376320,Regular Customer,0
2023/06/09 9:39:04 AM GMT+5:30,59,Male,Multiple times a week,Clothing and Fashion;others,Sometimes,Few times a week,Filter,First page,3.0,Yes,Sometimes,High shipping costs,Often,No,3,Yes,2,1.0,3.0,User-friendly website/app interface,I have no problem with Amazon yet. But others tell me about the refund issues ,409600,Regular Customer,2
2023/06/11 11:10:14 PM GMT+5:30,27,Others,Once a month,Home and Kitchen,No,Multiple times a day,Keyword,First page,1.0,No,Often,others,Never,Yes,0,No,1,1.0,4.0,Quick delivery,better app interface and lower shipping charges,589020,Occasional Shopper,0
